trial,repeat,map,cat_strategy,mouse_strategy,skills,caught,steps
145,45,easy,BurstMoveCat,Corner,,1,172
145,45,easy,BurstMoveCat,Memory,,1,196
145,45,easy,BurstMoveCat,SmartRunAway,,1,167
145,45,easy,BurstMoveCat,Predictive,,1,171
145,45,easy,BurstMoveCat,Predictive,teleport,1,166
146,46,easy,BurstMoveCat,QLearning,none,1,161
146,46,easy,BurstMoveCat,Random,,1,167
146,46,easy,BurstMoveCat,RunAway,,1,169
146,46,easy,BurstMoveCat,Corner,,1,170
146,46,easy,BurstMoveCat,Memory,,1,196
146,46,easy,BurstMoveCat,SmartRunAway,,1,153
146,46,easy,BurstMoveCat,Predictive,,1,168
146,46,easy,BurstMoveCat,Predictive,teleport,1,163
147,47,easy,BurstMoveCat,QLearning,none,1,10
147,47,easy,BurstMoveCat,Random,,1,195
147,47,easy,BurstMoveCat,RunAway,,1,182
147,47,easy,BurstMoveCat,Corner,,1,185
147,47,easy,BurstMoveCat,Memory,,1,172
147,47,easy,BurstMoveCat,SmartRunAway,,1,180
147,47,easy,BurstMoveCat,Predictive,,1,184
147,47,easy,BurstMoveCat,Predictive,teleport,1,183
148,48,easy,BurstMoveCat,Random,,1,163
148,48,easy,BurstMoveCat,RunAway,,1,169
148,48,easy,BurstMoveCat,Corner,,1,166
148,48,easy,BurstMoveCat,Memory,,1,193
148,48,easy,BurstMoveCat,SmartRunAway,,1,167
148,48,easy,BurstMoveCat,Predictive,,1,163
148,48,easy,BurstMoveCat,Predictive,teleport,1,170
148,48,easy,BurstMoveCat,QLearning,none,0,200
149,49,easy,BurstMoveCat,QLearning,none,1,88
149,49,easy,BurstMoveCat,Random,,1,156
149,49,easy,BurstMoveCat,RunAway,,1,169
149,49,easy,BurstMoveCat,Corner,,1,170
149,49,easy,BurstMoveCat,Memory,,1,196
149,49,easy,BurstMoveCat,SmartRunAway,,1,171
149,49,easy,BurstMoveCat,Predictive,,1,174
149,49,easy,BurstMoveCat,Predictive,teleport,1,168
150,50,easy,BurstMoveCat,Random,,1,162
150,50,easy,BurstMoveCat,RunAway,,1,169
150,50,easy,BurstMoveCat,Corner,,1,172
150,50,easy,BurstMoveCat,Memory,,1,197
150,50,easy,BurstMoveCat,SmartRunAway,,1,171
150,50,easy,BurstMoveCat,Predictive,,1,167
150,50,easy,BurstMoveCat,Predictive,teleport,1,169
150,50,easy,BurstMoveCat,QLearning,none,0,200
151,1,hard,SmartCat,Random,,1,194
151,1,hard,SmartCat,RunAway,,1,183
151,1,hard,SmartCat,Corner,,1,183
151,1,hard,SmartCat,Memory,,1,178
151,1,hard,SmartCat,SmartRunAway,,1,187
151,1,hard,SmartCat,Predictive,,1,187
151,1,hard,SmartCat,Predictive,teleport,1,186
151,1,hard,SmartCat,QLearning,none,0,200
152,2,hard,SmartCat,Random,,1,179
152,2,hard,SmartCat,RunAway,,1,156
152,2,hard,SmartCat,Corner,,1,126
152,2,hard,SmartCat,Memory,,1,188
152,2,hard,SmartCat,SmartRunAway,,1,166
152,2,hard,SmartCat,Predictive,,1,161
152,2,hard,SmartCat,Predictive,teleport,1,168
152,2,hard,SmartCat,QLearning,none,0,200
153,3,hard,SmartCat,QLearning,none,1,17
153,3,hard,SmartCat,Random,,1,182
153,3,hard,SmartCat,RunAway,,1,179
153,3,hard,SmartCat,Corner,,1,178
153,3,hard,SmartCat,Memory,,1,185
153,3,hard,SmartCat,SmartRunAway,,1,175
153,3,hard,SmartCat,Predictive,,1,177
153,3,hard,SmartCat,Predictive,teleport,1,181
154,4,hard,SmartCat,Random,,1,155
154,4,hard,SmartCat,RunAway,,1,172
154,4,hard,SmartCat,Corner,,1,165
154,4,hard,SmartCat,Memory,,1,197
154,4,hard,SmartCat,SmartRunAway,,1,164
154,4,hard,SmartCat,Predictive,,1,166
154,4,hard,SmartCat,Predictive,teleport,1,168
154,4,hard,SmartCat,QLearning,none,0,200
155,5,hard,SmartCat,Random,,1,197
155,5,hard,SmartCat,RunAway,,1,186
155,5,hard,SmartCat,Corner,,1,183
155,5,hard,SmartCat,Memory,,1,178
155,5,hard,SmartCat,SmartRunAway,,1,185
155,5,hard,SmartCat,Predictive,,1,187
155,5,hard,SmartCat,Predictive,teleport,1,187
155,5,hard,SmartCat,QLearning,none,0,200
156,6,hard,SmartCat,QLearning,none,1,7
156,6,hard,SmartCat,Random,,1,144
156,6,hard,SmartCat,RunAway,,1,165
156,6,hard,SmartCat,Corner,,1,170
156,6,hard,SmartCat,Memory,,1,195
156,6,hard,SmartCat,SmartRunAway,,1,165
156,6,hard,SmartCat,Predictive,,1,167
156,6,hard,SmartCat,Predictive,teleport,1,159
157,7,hard,SmartCat,Random,,1,189
157,7,hard,SmartCat,RunAway,,1,183
157,7,hard,SmartCat,Corner,,1,181
157,7,hard,SmartCat,Memory,,1,170
157,7,hard,SmartCat,SmartRunAway,,1,179
157,7,hard,SmartCat,Predictive,,1,182
157,7,hard,SmartCat,Predictive,teleport,1,181
157,7,hard,SmartCat,QLearning,none,0,200
158,8,hard,SmartCat,QLearning,none,1,121
158,8,hard,SmartCat,Random,,1,192
158,8,hard,SmartCat,RunAway,,1,182
158,8,hard,SmartCat,Corner,,1,181
158,8,hard,SmartCat,Memory,,1,179
158,8,hard,SmartCat,SmartRunAway,,1,183
158,8,hard,SmartCat,Predictive,,1,177
158,8,hard,SmartCat,Predictive,teleport,1,184
159,9,hard,SmartCat,Random,,1,163
159,9,hard,SmartCat,RunAway,,1,176
159,9,hard,SmartCat,Corner,,1,171
159,9,hard,SmartCat,Memory,,1,187
159,9,hard,SmartCat,SmartRunAway,,1,165
159,9,hard,SmartCat,Predictive,,1,172
159,9,hard,SmartCat,Predictive,teleport,1,169
159,9,hard,SmartCat,QLearning,none,0,200
160,10,hard,SmartCat,Random,,1,162
160,10,hard,SmartCat,RunAway,,1,169
160,10,hard,SmartCat,Corner,,1,171
160,10,hard,SmartCat,Memory,,0,200
160,10,hard,SmartCat,SmartRunAway,,1,182
160,10,hard,SmartCat,Predictive,,1,181
160,10,hard,SmartCat,Predictive,teleport,1,174
160,10,hard,SmartCat,QLearning,none,0,200
161,11,hard,SmartCat,Random,,1,182
161,11,hard,SmartCat,RunAway,,1,163
161,11,hard,SmartCat,Corner,,1,143
161,11,hard,SmartCat,Memory,,1,198
161,11,hard,SmartCat,SmartRunAway,,1,165
161,11,hard,SmartCat,Predictive,,1,167
161,11,hard,SmartCat,Predictive,teleport,1,173
161,11,hard,SmartCat,QLearning,none,0,200
162,12,hard,SmartCat,Random,,1,196
162,12,hard,SmartCat,RunAway,,1,182
162,12,hard,SmartCat,Corner,,1,184
162,12,hard,SmartCat,Memory,,1,178
162,12,hard,SmartCat,SmartRunAway,,1,188
162,12,hard,SmartCat,Predictive,,1,189
162,12,hard,SmartCat,Predictive,teleport,1,184
162,12,hard,SmartCat,QLearning,none,0,200
163,13,hard,SmartCat,QLearning,none,1,23
163,13,hard,SmartCat,Random,,1,192
163,13,hard,SmartCat,RunAway,,1,185
163,13,hard,SmartCat,Corner,,1,183
163,13,hard,SmartCat,Memory,,1,192
163,13,hard,SmartCat,SmartRunAway,,1,185
163,13,hard,SmartCat,Predictive,,1,186
163,13,hard,SmartCat,Predictive,teleport,1,185
164,14,hard,SmartCat,QLearning,none,1,55
164,14,hard,SmartCat,Random,,1,194
164,14,hard,SmartCat,RunAway,,1,185
164,14,hard,SmartCat,Corner,,1,179
164,14,hard,SmartCat,Memory,,1,180
164,14,hard,SmartCat,SmartRunAway,,1,186
164,14,hard,SmartCat,Predictive,,1,186
164,14,hard,SmartCat,Predictive,teleport,1,186
165,15,hard,SmartCat,QLearning,none,1,103
165,15,hard,SmartCat,Random,,1,184
165,15,hard,SmartCat,RunAway,,1,177
165,15,hard,SmartCat,Corner,,1,177
165,15,hard,SmartCat,Memory,,1,173
165,15,hard,SmartCat,SmartRunAway,,1,177
165,15,hard,SmartCat,Predictive,,1,179
165,15,hard,SmartCat,Predictive,teleport,1,180
166,16,hard,SmartCat,QLearning,none,1,124
166,16,hard,SmartCat,Random,,1,193
166,16,hard,SmartCat,RunAway,,1,185
166,16,hard,SmartCat,Corner,,1,182
166,16,hard,SmartCat,Memory,,1,180
166,16,hard,SmartCat,SmartRunAway,,1,189
166,16,hard,SmartCat,Predictive,,1,187
166,16,hard,SmartCat,Predictive,teleport,1,185
167,17,hard,SmartCat,Random,,1,180
167,17,hard,SmartCat,RunAway,,1,183
167,17,hard,SmartCat,Corner,,1,179
167,17,hard,SmartCat,Memory,,1,198
167,17,hard,SmartCat,SmartRunAway,,1,184
167,17,hard,SmartCat,Predictive,,1,185
167,17,hard,SmartCat,Predictive,teleport,1,187
167,17,hard,SmartCat,QLearning,none,0,200
168,18,hard,SmartCat,Random,,1,155
168,18,hard,SmartCat,RunAway,,1,163
168,18,hard,SmartCat,Corner,,1,163
168,18,hard,SmartCat,Memory,,1,194
168,18,hard,SmartCat,SmartRunAway,,1,169
168,18,hard,SmartCat,Predictive,,1,166
168,18,hard,SmartCat,Predictive,teleport,1,160
168,18,hard,SmartCat,QLearning,none,0,200
169,19,hard,SmartCat,Random,,1,182
169,19,hard,SmartCat,RunAway,,1,182
169,19,hard,SmartCat,Corner,,1,177
169,19,hard,SmartCat,Memory,,1,186
169,19,hard,SmartCat,SmartRunAway,,1,172
169,19,hard,SmartCat,Predictive,,1,178
169,19,hard,SmartCat,Predictive,teleport,1,180
169,19,hard,SmartCat,QLearning,none,0,200
170,20,hard,SmartCat,Random,,1,190
170,20,hard,SmartCat,RunAway,,1,178
170,20,hard,SmartCat,Corner,,1,179
170,20,hard,SmartCat,Memory,,1,182
170,20,hard,SmartCat,SmartRunAway,,1,181
170,20,hard,SmartCat,Predictive,,1,179
170,20,hard,SmartCat,Predictive,teleport,1,181
170,20,hard,SmartCat,QLearning,none,0,200
171,21,hard,SmartCat,Random,,1,189
171,21,hard,SmartCat,RunAway,,1,187
171,21,hard,SmartCat,Corner,,1,187
171,21,hard,SmartCat,Memory,,1,190
171,21,hard,SmartCat,SmartRunAway,,1,184
171,21,hard,SmartCat,Predictive,,1,185
171,21,hard,SmartCat,Predictive,teleport,1,183
171,21,hard,SmartCat,QLearning,none,0,200
172,22,hard,SmartCat,QLearning,none,1,10
172,22,hard,SmartCat,Random,,1,159
172,22,hard,SmartCat,RunAway,,1,168
172,22,hard,SmartCat,Corner,,1,173
172,22,hard,SmartCat,Memory,,1,199
172,22,hard,SmartCat,SmartRunAway,,1,172
172,22,hard,SmartCat,Predictive,,1,168
172,22,hard,SmartCat,Predictive,teleport,1,164
173,23,hard,SmartCat,QLearning,none,1,10
173,23,hard,SmartCat,Random,,1,192
173,23,hard,SmartCat,RunAway,,1,180
173,23,hard,SmartCat,Corner,,1,179
173,23,hard,SmartCat,Memory,,1,192
173,23,hard,SmartCat,SmartRunAway,,1,186
173,23,hard,SmartCat,Predictive,,1,185
173,23,hard,SmartCat,Predictive,teleport,1,187
174,24,hard,SmartCat,Random,,1,153
174,24,hard,SmartCat,RunAway,,1,166
174,24,hard,SmartCat,Corner,,1,165
174,24,hard,SmartCat,Memory,,1,198
174,24,hard,SmartCat,SmartRunAway,,1,164
174,24,hard,SmartCat,Predictive,,1,167
174,24,hard,SmartCat,Predictive,teleport,1,163
174,24,hard,SmartCat,QLearning,none,0,200
175,25,hard,SmartCat,QLearning,none,1,171
175,25,hard,SmartCat,Random,,1,178
175,25,hard,SmartCat,RunAway,,1,175
175,25,hard,SmartCat,Corner,,1,158
175,25,hard,SmartCat,Memory,,1,195
175,25,hard,SmartCat,SmartRunAway,,1,175
175,25,hard,SmartCat,Predictive,,1,169
175,25,hard,SmartCat,Predictive,teleport,1,173
176,26,hard,SmartCat,QLearning,none,1,10
176,26,hard,SmartCat,Random,,1,194
176,26,hard,SmartCat,RunAway,,1,182
176,26,hard,SmartCat,Corner,,1,168
176,26,hard,SmartCat,Memory,,1,183
176,26,hard,SmartCat,SmartRunAway,,1,184
176,26,hard,SmartCat,Predictive,,1,178
176,26,hard,SmartCat,Predictive,teleport,1,180
177,27,hard,SmartCat,Random,,1,168
177,27,hard,SmartCat,RunAway,,1,180
177,27,hard,SmartCat,Corner,,1,171
177,27,hard,SmartCat,Memory,,1,199
177,27,hard,SmartCat,SmartRunAway,,1,173
177,27,hard,SmartCat,Predictive,,1,175
177,27,hard,SmartCat,Predictive,teleport,1,175
177,27,hard,SmartCat,QLearning,none,0,200
178,28,hard,SmartCat,Random,,1,182
178,28,hard,SmartCat,RunAway,,1,166
178,28,hard,SmartCat,Corner,,1,154
178,28,hard,SmartCat,Memory,,1,194
178,28,hard,SmartCat,SmartRunAway,,1,162
178,28,hard,SmartCat,Predictive,,1,165
178,28,hard,SmartCat,Predictive,teleport,1,169
178,28,hard,SmartCat,QLearning,none,0,200
179,29,hard,SmartCat,Random,,1,168
179,29,hard,SmartCat,RunAway,,1,172
179,29,hard,SmartCat,Corner,,1,171
179,29,hard,SmartCat,Memory,,1,193
179,29,hard,SmartCat,SmartRunAway,,1,177
179,29,hard,SmartCat,Predictive,,1,171
179,29,hard,SmartCat,Predictive,teleport,1,172
179,29,hard,SmartCat,QLearning,none,0,200
180,30,hard,SmartCat,Random,,1,153
180,30,hard,SmartCat,RunAway,,1,165
180,30,hard,SmartCat,Corner,,1,160
180,30,hard,SmartCat,Memory,,1,196
180,30,hard,SmartCat,SmartRunAway,,1,168
180,30,hard,SmartCat,Predictive,,1,163
180,30,hard,SmartCat,Predictive,teleport,1,163
180,30,hard,SmartCat,QLearning,none,0,200
181,31,hard,SmartCat,Random,,1,154
181,31,hard,SmartCat,RunAway,,1,165
181,31,hard,SmartCat,Corner,,1,169
181,31,hard,SmartCat,Memory,,1,197
181,31,hard,SmartCat,SmartRunAway,,1,163
181,31,hard,SmartCat,Predictive,,1,165
181,31,hard,SmartCat,Predictive,teleport,1,161
181,31,hard,SmartCat,QLearning,none,0,200
182,32,hard,SmartCat,Random,,1,158
182,32,hard,SmartCat,RunAway,,1,168
182,32,hard,SmartCat,Corner,,1,172
182,32,hard,SmartCat,Memory,,1,198
182,32,hard,SmartCat,SmartRunAway,,1,172
182,32,hard,SmartCat,Predictive,,1,167
182,32,hard,SmartCat,Predictive,teleport,1,171
182,32,hard,SmartCat,QLearning,none,0,200
183,33,hard,SmartCat,Random,,1,170
183,33,hard,SmartCat,RunAway,,1,186
183,33,hard,SmartCat,Corner,,1,179
183,33,hard,SmartCat,Memory,,1,193
183,33,hard,SmartCat,SmartRunAway,,1,180
183,33,hard,SmartCat,Predictive,,1,182
183,33,hard,SmartCat,Predictive,teleport,1,180
183,33,hard,SmartCat,QLearning,none,0,200
184,34,hard,SmartCat,QLearning,none,1,73
184,34,hard,SmartCat,Random,,1,192
184,34,hard,SmartCat,RunAway,,1,183
184,34,hard,SmartCat,Corner,,1,182
184,34,hard,SmartCat,Memory,,0,200
184,34,hard,SmartCat,SmartRunAway,,1,192
184,34,hard,SmartCat,Predictive,,1,184
184,34,hard,SmartCat,Predictive,teleport,1,188
185,35,hard,SmartCat,QLearning,none,1,32
185,35,hard,SmartCat,Random,,1,187
185,35,hard,SmartCat,RunAway,,1,174
185,35,hard,SmartCat,Corner,,1,162
185,35,hard,SmartCat,Memory,,1,197
185,35,hard,SmartCat,SmartRunAway,,1,178
185,35,hard,SmartCat,Predictive,,1,174
185,35,hard,SmartCat,Predictive,teleport,1,178
186,36,hard,SmartCat,QLearning,none,1,115
186,36,hard,SmartCat,Random,,1,189
186,36,hard,SmartCat,RunAway,,1,187
186,36,hard,SmartCat,Corner,,1,183
186,36,hard,SmartCat,Memory,,1,191
186,36,hard,SmartCat,SmartRunAway,,1,185
186,36,hard,SmartCat,Predictive,,1,184
186,36,hard,SmartCat,Predictive,teleport,1,186
187,37,hard,SmartCat,QLearning,none,1,0
187,37,hard,SmartCat,Random,,1,173
187,37,hard,SmartCat,RunAway,,1,156
187,37,hard,SmartCat,Corner,,1,111
187,37,hard,SmartCat,Memory,,1,197
187,37,hard,SmartCat,SmartRunAway,,1,152
187,37,hard,SmartCat,Predictive,,1,150
187,37,hard,SmartCat,Predictive,teleport,1,157
188,38,hard,SmartCat,QLearning,none,1,132
188,38,hard,SmartCat,Random,,1,177
188,38,hard,SmartCat,RunAway,,1,181
188,38,hard,SmartCat,Corner,,1,179
188,38,hard,SmartCat,Memory,,1,194
188,38,hard,SmartCat,SmartRunAway,,1,181
188,38,hard,SmartCat,Predictive,,1,178
188,38,hard,SmartCat,Predictive,teleport,1,182
189,39,hard,SmartCat,Random,,1,164
189,39,hard,SmartCat,RunAway,,1,179
189,39,hard,SmartCat,Corner,,1,172
189,39,hard,SmartCat,Memory,,1,198
189,39,hard,SmartCat,SmartRunAway,,1,175
189,39,hard,SmartCat,Predictive,,1,178
189,39,hard,SmartCat,Predictive,teleport,1,170
189,39,hard,SmartCat,QLearning,none,0,200
190,40,hard,SmartCat,Random,,1,176
190,40,hard,SmartCat,RunAway,,1,158
190,40,hard,SmartCat,Corner,,1,112
190,40,hard,SmartCat,Memory,,1,192
190,40,hard,SmartCat,SmartRunAway,,1,155
190,40,hard,SmartCat,Predictive,,1,156
190,40,hard,SmartCat,Predictive,teleport,1,149
190,40,hard,SmartCat,QLearning,none,0,200
191,41,hard,SmartCat,Random,,1,160
191,41,hard,SmartCat,RunAway,,1,165
191,41,hard,SmartCat,Corner,,1,160
191,41,hard,SmartCat,Memory,,1,195
191,41,hard,SmartCat,SmartRunAway,,1,162
191,41,hard,SmartCat,Predictive,,1,163
191,41,hard,SmartCat,Predictive,teleport,1,163
191,41,hard,SmartCat,QLearning,none,0,200
192,42,hard,SmartCat,Random,,1,157
192,42,hard,SmartCat,RunAway,,1,170
192,42,hard,SmartCat,Corner,,1,166
192,42,hard,SmartCat,Memory,,1,199
192,42,hard,SmartCat,SmartRunAway,,1,163
192,42,hard,SmartCat,Predictive,,1,169
192,42,hard,SmartCat,Predictive,teleport,1,168
192,42,hard,SmartCat,QLearning,none,0,200
193,43,hard,SmartCat,Random,,1,183
193,43,hard,SmartCat,RunAway,,1,179
193,43,hard,SmartCat,Corner,,1,180
193,43,hard,SmartCat,Memory,,1,188
193,43,hard,SmartCat,SmartRunAway,,1,183
193,43,hard,SmartCat,Predictive,,1,186
193,43,hard,SmartCat,Predictive,teleport,1,182
193,43,hard,SmartCat,QLearning,none,0,200
194,44,hard,SmartCat,QLearning,none,1,13
194,44,hard,SmartCat,Random,,1,185
194,44,hard,SmartCat,RunAway,,1,164
194,44,hard,SmartCat,Corner,,1,175
194,44,hard,SmartCat,Memory,,1,196
194,44,hard,SmartCat,SmartRunAway,,1,178
194,44,hard,SmartCat,Predictive,,1,182
194,44,hard,SmartCat,Predictive,teleport,1,174
195,45,hard,SmartCat,QLearning,none,1,93
195,45,hard,SmartCat,Random,,1,171
195,45,hard,SmartCat,RunAway,,1,179
195,45,hard,SmartCat,Corner,,1,170
195,45,hard,SmartCat,Memory,,1,198
195,45,hard,SmartCat,SmartRunAway,,1,177
195,45,hard,SmartCat,Predictive,,1,174
195,45,hard,SmartCat,Predictive,teleport,1,182
196,46,hard,SmartCat,Random,,1,155
196,46,hard,SmartCat,RunAway,,1,164
196,46,hard,SmartCat,Corner,,1,161
196,46,hard,SmartCat,Memory,,1,199
196,46,hard,SmartCat,SmartRunAway,,1,162
196,46,hard,SmartCat,Predictive,,1,165
196,46,hard,SmartCat,Predictive,teleport,1,168
196,46,hard,SmartCat,QLearning,none,0,200
197,47,hard,SmartCat,QLearning,none,1,18
197,47,hard,SmartCat,Random,,1,170
197,47,hard,SmartCat,RunAway,,1,172
197,47,hard,SmartCat,Corner,,1,174
197,47,hard,SmartCat,Memory,,1,185
197,47,hard,SmartCat,SmartRunAway,,1,176
197,47,hard,SmartCat,Predictive,,1,175
197,47,hard,SmartCat,Predictive,teleport,1,173
198,48,hard,SmartCat,Random,,1,162
198,48,hard,SmartCat,RunAway,,1,170
198,48,hard,SmartCat,Corner,,1,162
198,48,hard,SmartCat,Memory,,1,191
198,48,hard,SmartCat,SmartRunAway,,1,175
198,48,hard,SmartCat,Predictive,,1,172
198,48,hard,SmartCat,Predictive,teleport,1,173
198,48,hard,SmartCat,QLearning,none,0,200
199,49,hard,SmartCat,QLearning,none,1,13
199,49,hard,SmartCat,Random,,1,180
199,49,hard,SmartCat,RunAway,,1,180
199,49,hard,SmartCat,Corner,,1,177
199,49,hard,SmartCat,Memory,,1,194
199,49,hard,SmartCat,SmartRunAway,,1,178
199,49,hard,SmartCat,Predictive,,1,177
199,49,hard,SmartCat,Predictive,teleport,1,180
200,50,hard,SmartCat,QLearning,none,1,20
200,50,hard,SmartCat,Random,,1,195
200,50,hard,SmartCat,RunAway,,1,187
200,50,hard,SmartCat,Corner,,1,181
200,50,hard,SmartCat,Memory,,1,180
200,50,hard,SmartCat,SmartRunAway,,1,191
200,50,hard,SmartCat,Predictive,,1,185
200,50,hard,SmartCat,Predictive,teleport,1,187
201,1,hard,PredictiveCat,QLearning,none,1,11
201,1,hard,PredictiveCat,Random,,1,171
201,1,hard,PredictiveCat,RunAway,,1,160
201,1,hard,PredictiveCat,Corner,,1,159
201,1,hard,PredictiveCat,Memory,,1,195
201,1,hard,PredictiveCat,SmartRunAway,,1,161
201,1,hard,PredictiveCat,Predictive,,1,166
201,1,hard,PredictiveCat,Predictive,teleport,1,166
202,2,hard,PredictiveCat,QLearning,none,1,79
202,2,hard,PredictiveCat,Random,,1,187
202,2,hard,PredictiveCat,RunAway,,1,178
202,2,hard,PredictiveCat,Corner,,1,176
202,2,hard,PredictiveCat,Memory,,1,193
202,2,hard,PredictiveCat,SmartRunAway,,1,185
202,2,hard,PredictiveCat,Predictive,,1,183
202,2,hard,PredictiveCat,Predictive,teleport,1,186
203,3,hard,PredictiveCat,Random,,1,172
203,3,hard,PredictiveCat,RunAway,,1,156
203,3,hard,PredictiveCat,Corner,,1,160
203,3,hard,PredictiveCat,Memory,,1,192
203,3,hard,PredictiveCat,SmartRunAway,,1,153
203,3,hard,PredictiveCat,Predictive,,1,161
203,3,hard,PredictiveCat,Predictive,teleport,1,159
203,3,hard,PredictiveCat,QLearning,none,0,200
204,4,hard,PredictiveCat,Random,,1,172
204,4,hard,PredictiveCat,RunAway,,1,173
204,4,hard,PredictiveCat,Corner,,1,166
204,4,hard,PredictiveCat,Memory,,1,191
204,4,hard,PredictiveCat,SmartRunAway,,1,161
204,4,hard,PredictiveCat,Predictive,,1,169
204,4,hard,PredictiveCat,Predictive,teleport,1,167
204,4,hard,PredictiveCat,QLearning,none,0,200
205,5,hard,PredictiveCat,Random,,1,185
205,5,hard,PredictiveCat,RunAway,,1,170
205,5,hard,PredictiveCat,Corner,,1,168
205,5,hard,PredictiveCat,Memory,,1,192
205,5,hard,PredictiveCat,SmartRunAway,,1,166
205,5,hard,PredictiveCat,Predictive,,1,173
205,5,hard,PredictiveCat,Predictive,teleport,1,167
205,5,hard,PredictiveCat,QLearning,none,0,200
206,6,hard,PredictiveCat,QLearning,none,1,19
206,6,hard,PredictiveCat,Random,,1,162
206,6,hard,PredictiveCat,RunAway,,1,164
206,6,hard,PredictiveCat,Corner,,1,156
206,6,hard,PredictiveCat,Memory,,0,200
206,6,hard,PredictiveCat,SmartRunAway,,1,161
206,6,hard,PredictiveCat,Predictive,,1,160
206,6,hard,PredictiveCat,Predictive,teleport,1,163
207,7,hard,PredictiveCat,Random,,1,179
207,7,hard,PredictiveCat,RunAway,,1,168
207,7,hard,PredictiveCat,Corner,,1,162
207,7,hard,PredictiveCat,Memory,,1,196
207,7,hard,PredictiveCat,SmartRunAway,,1,168
207,7,hard,PredictiveCat,Predictive,,1,166
207,7,hard,PredictiveCat,Predictive,teleport,1,166
207,7,hard,PredictiveCat,QLearning,none,0,200
208,8,hard,PredictiveCat,Random,,1,179
208,8,hard,PredictiveCat,RunAway,,1,173
208,8,hard,PredictiveCat,Corner,,1,158
208,8,hard,PredictiveCat,Memory,,1,196
208,8,hard,PredictiveCat,SmartRunAway,,1,175
208,8,hard,PredictiveCat,Predictive,,1,168
208,8,hard,PredictiveCat,Predictive,teleport,1,174
208,8,hard,PredictiveCat,QLearning,none,0,200
209,9,hard,PredictiveCat,QLearning,none,1,14
209,9,hard,PredictiveCat,Random,,1,180
209,9,hard,PredictiveCat,RunAway,,1,166
209,9,hard,PredictiveCat,Corner,,1,165
209,9,hard,PredictiveCat,Memory,,1,193
209,9,hard,PredictiveCat,SmartRunAway,,1,165
209,9,hard,PredictiveCat,Predictive,,1,167
209,9,hard,PredictiveCat,Predictive,teleport,1,168
210,10,hard,PredictiveCat,QLearning,none,1,182
210,10,hard,PredictiveCat,Random,,1,169
210,10,hard,PredictiveCat,RunAway,,1,161
210,10,hard,PredictiveCat,Corner,,1,146
210,10,hard,PredictiveCat,Memory,,1,194
210,10,hard,PredictiveCat,SmartRunAway,,1,168
210,10,hard,PredictiveCat,Predictive,,1,160
210,10,hard,PredictiveCat,Predictive,teleport,1,167
211,11,hard,PredictiveCat,Random,,1,178
211,11,hard,PredictiveCat,RunAway,,1,172
211,11,hard,PredictiveCat,Corner,,1,165
211,11,hard,PredictiveCat,Memory,,1,198
211,11,hard,PredictiveCat,SmartRunAway,,1,174
211,11,hard,PredictiveCat,Predictive,,1,173
211,11,hard,PredictiveCat,Predictive,teleport,1,170
211,11,hard,PredictiveCat,QLearning,none,0,200
212,12,hard,PredictiveCat,Random,,1,180
212,12,hard,PredictiveCat,RunAway,,1,165
212,12,hard,PredictiveCat,Corner,,1,167
212,12,hard,PredictiveCat,Memory,,1,196
212,12,hard,PredictiveCat,SmartRunAway,,1,162
212,12,hard,PredictiveCat,Predictive,,1,170
212,12,hard,PredictiveCat,Predictive,teleport,1,168
212,12,hard,PredictiveCat,QLearning,none,0,200
213,13,hard,PredictiveCat,Random,,1,183
213,13,hard,PredictiveCat,RunAway,,1,178
213,13,hard,PredictiveCat,Corner,,1,176
213,13,hard,PredictiveCat,Memory,,1,196
213,13,hard,PredictiveCat,SmartRunAway,,1,176
213,13,hard,PredictiveCat,Predictive,,1,177
213,13,hard,PredictiveCat,Predictive,teleport,1,177
213,13,hard,PredictiveCat,QLearning,none,0,200
214,14,hard,PredictiveCat,QLearning,none,1,9
214,14,hard,PredictiveCat,Random,,1,168
214,14,hard,PredictiveCat,RunAway,,1,164
214,14,hard,PredictiveCat,Corner,,1,162
214,14,hard,PredictiveCat,Memory,,1,189
214,14,hard,PredictiveCat,SmartRunAway,,1,158
214,14,hard,PredictiveCat,Predictive,,1,164
214,14,hard,PredictiveCat,Predictive,teleport,1,161
215,15,hard,PredictiveCat,Random,,1,164
215,15,hard,PredictiveCat,RunAway,,1,157
215,15,hard,PredictiveCat,Corner,,1,157
215,15,hard,PredictiveCat,Memory,,1,194
215,15,hard,PredictiveCat,SmartRunAway,,1,163
215,15,hard,PredictiveCat,Predictive,,1,159
215,15,hard,PredictiveCat,Predictive,teleport,1,157
215,15,hard,PredictiveCat,QLearning,none,0,200
216,16,hard,PredictiveCat,Random,,1,167
216,16,hard,PredictiveCat,RunAway,,1,162
216,16,hard,PredictiveCat,Corner,,1,161
216,16,hard,PredictiveCat,Memory,,1,195
216,16,hard,PredictiveCat,SmartRunAway,,1,154
216,16,hard,PredictiveCat,Predictive,,1,163
216,16,hard,PredictiveCat,Predictive,teleport,1,165
216,16,hard,PredictiveCat,QLearning,none,0,200
217,17,hard,PredictiveCat,Random,,1,173
217,17,hard,PredictiveCat,RunAway,,1,160
217,17,hard,PredictiveCat,Corner,,1,161
217,17,hard,PredictiveCat,Memory,,1,193
217,17,hard,PredictiveCat,SmartRunAway,,1,164
217,17,hard,PredictiveCat,Predictive,,1,166
217,17,hard,PredictiveCat,Predictive,teleport,1,165
